
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DA:A1:19:DF:6C:69, 2018-10-31 16:56:28, 2018-10-31 16:56:28, -87,        1, (not associated) ,
DA:A1:19:09:54:88, 2018-10-31 16:56:28, 2018-10-31 16:56:28, -84,        4, (not associated) ,
DA:A1:19:FC:D2:60, 2018-10-31 16:56:27, 2018-10-31 16:56:27, -82,        8, (not associated) ,
B8:5A:73:4D:0E:3C, 2018-10-31 16:56:25, 2018-10-31 16:56:25, -79,        4, (not associated) ,
DA:A1:19:4D:BF:2E, 2018-10-31 16:56:23, 2018-10-31 16:56:24, -76,       13, (not associated) ,
DA:A1:19:51:38:B3, 2018-10-31 16:56:29, 2018-10-31 16:56:29, -71,        1, (not associated) ,
DA:A1:19:A4:13:3D, 2018-10-31 16:56:26, 2018-10-31 16:56:26, -69,        5, (not associated) ,
DA:A1:19:7F:FA:75, 2018-10-31 16:56:29, 2018-10-31 16:56:29, -64,        1, (not associated) ,
62:35:FE:70:D8:DD, 2018-10-31 16:56:25, 2018-10-31 16:56:25, -61,        2, (not associated) ,
DA:A1:19:71:EC:67, 2018-10-31 16:56:29, 2018-10-31 16:56:29, -61,        1, (not associated) ,
DA:A1:19:B5:F9:74, 2018-10-31 16:56:29, 2018-10-31 16:56:29, -59,        1, (not associated) ,
DA:A1:19:C8:0C:19, 2018-10-31 16:56:29, 2018-10-31 16:56:29, -58,        1, (not associated) ,
DA:A1:19:94:B2:64, 2018-10-31 16:56:29, 2018-10-31 16:56:29, -57,        2, (not associated) ,
DA:A1:19:BB:FF:7A, 2018-10-31 16:56:29, 2018-10-31 16:56:29, -53,        1, (not associated) ,
08:4A:CF:59:EE:F5, 2018-10-31 16:56:40, 2018-10-31 16:56:40, -90,        1, (not associated) ,
00:F8:1C:59:B9:42, 2018-10-31 16:56:40, 2018-10-31 16:56:40, -87,        1, (not associated) ,
20:5E:F7:C2:DF:50, 2018-10-31 16:56:36, 2018-10-31 16:56:36, -82,        2, (not associated) ,shalli's iphone
DA:A1:19:2C:7F:D5, 2018-10-31 16:56:37, 2018-10-31 16:56:37, -80,        2, (not associated) ,
1A:2A:DF:AA:EB:4C, 2018-10-31 16:56:39, 2018-10-31 16:56:39, -79,        1, (not associated) ,
E2:05:92:83:93:1B, 2018-10-31 16:56:35, 2018-10-31 16:56:36, -68,       11, (not associated) ,
06:68:0F:03:EE:CE, 2018-10-31 16:56:49, 2018-10-31 16:56:49, -89,        1, (not associated) ,
DA:A1:19:EB:40:6A, 2018-10-31 16:56:49, 2018-10-31 16:56:49, -85,        2, (not associated) ,
DA:A1:19:92:65:74, 2018-10-31 16:56:49, 2018-10-31 16:56:49, -84,        2, (not associated) ,
AC:C1:EE:C8:ED:0B, 2018-10-31 16:56:49, 2018-10-31 16:56:49, -82,        1, (not associated) ,
DA:A1:19:9B:AC:65, 2018-10-31 16:56:51, 2018-10-31 16:56:51, -81,        2, (not associated) ,
9C:5C:8E:2C:66:FA, 2018-10-31 16:56:51, 2018-10-31 16:56:51, -79,        3, (not associated) ,
DA:A1:19:03:5A:03, 2018-10-31 16:56:52, 2018-10-31 16:56:52, -72,       12, (not associated) ,
DA:A1:19:E7:3C:B7, 2018-10-31 16:56:50, 2018-10-31 16:56:50, -55,        2, (not associated) ,
DA:A1:19:98:DC:20, 2018-10-31 16:56:50, 2018-10-31 16:56:50, -54,        1, (not associated) ,
DA:A1:19:E1:95:10, 2018-10-31 16:57:01, 2018-10-31 16:57:01, -92,        1, (not associated) ,
50:3C:EA:36:31:85, 2018-10-31 16:57:01, 2018-10-31 16:57:01, -91,        1, (not associated) ,
DA:A1:19:AB:FA:9C, 2018-10-31 16:57:04, 2018-10-31 16:57:04, -91,        2, 34:80:B3:F3:F4:1E,Redmi
DA:A1:19:4D:2C:30, 2018-10-31 16:57:03, 2018-10-31 16:57:03, -89,       12, (not associated) ,soiyadi,RR
DA:A1:19:D5:1B:CF, 2018-10-31 16:57:05, 2018-10-31 16:57:05, -89,        1, (not associated) ,
56:81:0C:0C:FD:45, 2018-10-31 16:57:03, 2018-10-31 16:57:03, -85,        1, (not associated) ,
6A:56:0C:D5:C6:CE, 2018-10-31 16:57:04, 2018-10-31 16:57:05, -84,        2, (not associated) ,
DA:A1:19:F7:45:E9, 2018-10-31 16:57:05, 2018-10-31 16:57:05, -81,        3, (not associated) ,
DA:A1:19:12:56:D1, 2018-10-31 16:57:00, 2018-10-31 16:57:00, -58,        1, (not associated) ,
DA:A1:19:06:4C:59, 2018-10-31 16:57:00, 2018-10-31 16:57:00, -58,        1, (not associated) ,
DA:A1:19:93:D7:52, 2018-10-31 16:57:00, 2018-10-31 16:57:00, -57,        1, (not associated) ,
C0:87:EB:CD:B9:87, 2018-10-31 16:57:13, 2018-10-31 16:57:13, -92,        1, (not associated) ,
F8:84:F2:68:E5:CD, 2018-10-31 16:57:14, 2018-10-31 16:57:14, -92,        1, (not associated) ,
52:DE:E6:84:67:A4, 2018-10-31 16:57:14, 2018-10-31 16:57:14, -91,        2, (not associated) ,
DA:A1:19:3B:BF:32, 2018-10-31 16:57:13, 2018-10-31 16:57:13, -89,        5, (not associated) ,AgAAAFsOxC4ADwFtRedmi 4X,XLGO-9DDA
2E:6A:AF:9B:2C:CA, 2018-10-31 16:57:16, 2018-10-31 16:57:16, -88,        1, (not associated) ,
DA:A1:19:56:EB:A5, 2018-10-31 16:57:12, 2018-10-31 16:57:12, -74,        5, (not associated) ,
DA:A1:19:D8:49:FA, 2018-10-31 16:57:14, 2018-10-31 16:57:14, -67,        2, (not associated) ,
F0:6D:78:3F:1E:79, 2018-10-31 16:55:39, 2018-10-31 16:57:24, -93,        5, (not associated) ,
DA:A1:19:7C:F0:3F, 2018-10-31 16:57:28, 2018-10-31 16:57:28, -90,        1, (not associated) ,
20:5E:F7:B7:35:24, 2018-10-31 16:57:27, 2018-10-31 16:57:27, -89,        3, (not associated) ,
DA:A1:19:3E:3C:53, 2018-10-31 16:57:24, 2018-10-31 16:57:25, -87,        2, (not associated) ,
06:DA:63:23:94:9A, 2018-10-31 16:57:25, 2018-10-31 16:57:25, -85,        1, (not associated) ,
DA:A1:19:A9:83:F1, 2018-10-31 16:57:27, 2018-10-31 16:57:28, -82,       26, (not associated) ,
02:39:6A:49:77:23, 2018-10-31 16:57:26, 2018-10-31 16:57:27, -73,        7, (not associated) ,
F2:DB:E8:05:DD:80, 2018-10-31 16:57:27, 2018-10-31 16:57:27, -53,        1, (not associated) ,
DA:A1:19:15:E0:54, 2018-10-31 16:57:36, 2018-10-31 16:57:36, -91,        1, (not associated) ,
14:F6:5A:66:6B:F3, 2018-10-31 16:57:41, 2018-10-31 16:57:41, -88,        1, (not associated) ,
DA:A1:19:0A:59:88, 2018-10-31 16:57:37, 2018-10-31 16:57:38, -75,       18, (not associated) ,
DA:A1:19:15:7A:36, 2018-10-31 16:57:39, 2018-10-31 16:57:39, -68,       19, (not associated) ,
DA:A1:19:EC:9C:83, 2018-10-31 16:57:52, 2018-10-31 16:57:52, -91,        1, (not associated) ,
82:3A:8F:D2:80:06, 2018-10-31 16:57:48, 2018-10-31 16:57:48, -90,        1, (not associated) ,
DA:A1:19:5A:F1:C6, 2018-10-31 16:57:48, 2018-10-31 16:57:48, -88,        1, (not associated) ,
8C:BE:BE:09:2F:54, 2018-10-31 16:57:51, 2018-10-31 16:57:51, -88,        1, (not associated) ,
F0:79:E8:1D:90:BF, 2018-10-31 16:57:52, 2018-10-31 16:57:52, -86,        1, (not associated) ,INTERNET
B6:97:29:E0:E4:5B, 2018-10-31 16:57:48, 2018-10-31 16:57:48, -85,        1, (not associated) ,
B4:CB:57:70:6D:09, 2018-10-31 16:57:48, 2018-10-31 16:57:48, -82,        1, (not associated) ,
C0:87:EB:53:3D:DD, 2018-10-31 16:57:25, 2018-10-31 16:57:51, -81,        3, (not associated) ,
DA:A1:19:1A:CE:82, 2018-10-31 16:57:53, 2018-10-31 16:57:53, -77,        1, (not associated) ,
DA:A1:19:DA:7A:2C, 2018-10-31 16:57:48, 2018-10-31 16:57:48, -76,       16, (not associated) ,
DA:A1:19:AB:A9:B6, 2018-10-31 16:57:53, 2018-10-31 16:57:53, -76,       16, (not associated) ,telkomselpeduli
FA:28:DF:E9:55:88, 2018-10-31 16:56:46, 2018-10-31 16:57:51, -74,       16, (not associated) ,
02:E9:8E:23:C0:BB, 2018-10-31 16:57:48, 2018-10-31 16:57:49, -72,        8, (not associated) ,
DA:A1:19:68:15:B3, 2018-10-31 16:57:52, 2018-10-31 16:57:53, -71,       22, (not associated) ,
DA:A1:19:4D:01:EC, 2018-10-31 16:57:53, 2018-10-31 16:57:53, -70,        1, (not associated) ,
DA:A1:19:8E:D4:BF, 2018-10-31 16:57:53, 2018-10-31 16:57:53, -70,        1, (not associated) ,
DA:A1:19:88:92:85, 2018-10-31 16:58:05, 2018-10-31 16:58:05, -86,        2, (not associated) ,
DA:A1:19:25:31:3F, 2018-10-31 16:58:02, 2018-10-31 16:58:02, -82,        3, (not associated) ,
DA:A1:19:70:C0:5D, 2018-10-31 16:58:02, 2018-10-31 16:58:03, -80,        9, (not associated) ,
DA:A1:19:A1:05:78, 2018-10-31 16:58:03, 2018-10-31 16:58:04, -79,        2, (not associated) ,
DA:A1:19:1D:7C:66, 2018-10-31 16:58:00, 2018-10-31 16:58:00, -76,       11, (not associated) ,
DA:A1:19:2E:68:E4, 2018-10-31 16:58:03, 2018-10-31 16:58:04, -75,       14, (not associated) ,
DA:A1:19:8F:CB:D7, 2018-10-31 16:58:02, 2018-10-31 16:58:02, -74,        5, (not associated) ,
DA:A1:19:37:C4:88, 2018-10-31 16:58:03, 2018-10-31 16:58:03, -66,        7, (not associated) ,
02:44:11:D7:2F:8B, 2018-10-31 16:58:01, 2018-10-31 16:58:02, -60,        6, (not associated) ,
DA:A1:19:DC:6A:1E, 2018-10-31 16:58:17, 2018-10-31 16:58:17, -90,        1, (not associated) ,
AE:76:E3:BA:8E:04, 2018-10-31 16:58:13, 2018-10-31 16:58:13, -82,        1, (not associated) ,
20:5E:F7:5B:37:D2, 2018-10-31 16:58:13, 2018-10-31 16:58:13, -82,        1, (not associated) ,
DA:A1:19:6D:C9:9A, 2018-10-31 16:58:17, 2018-10-31 16:58:17, -81,        3, (not associated) ,
DA:A1:19:7C:DF:E0, 2018-10-31 16:58:13, 2018-10-31 16:58:13, -80,        1, (not associated) ,
CC:2D:83:AC:34:D8, 2018-10-31 16:58:16, 2018-10-31 16:58:16, -77,        2, (not associated) ,
DA:A1:19:22:54:37, 2018-10-31 16:58:16, 2018-10-31 16:58:16, -77,        1, (not associated) ,
DA:A1:19:F3:9A:9B, 2018-10-31 16:58:13, 2018-10-31 16:58:13, -75,       10, (not associated) ,
02:E0:6A:AC:E7:D1, 2018-10-31 16:58:13, 2018-10-31 16:58:14, -73,        5, (not associated) ,
DA:A1:19:7F:D4:4F, 2018-10-31 16:58:16, 2018-10-31 16:58:16, -68,        1, (not associated) ,
DA:A1:19:84:D9:78, 2018-10-31 16:58:16, 2018-10-31 16:58:16, -63,        1, (not associated) ,
DA:A1:19:41:84:01, 2018-10-31 16:58:27, 2018-10-31 16:58:27, -83,        2, (not associated) ,
74:23:44:94:2C:2A, 2018-10-31 16:58:29, 2018-10-31 16:58:29, -80,        3, (not associated) ,
C0:87:EB:58:8B:F9, 2018-10-31 16:58:25, 2018-10-31 16:58:25, -78,        1, (not associated) ,
DA:A1:19:53:CD:63, 2018-10-31 16:58:28, 2018-10-31 16:58:28, -68,       13, (not associated) ,
E0:2C:B2:17:F5:AA, 2018-10-31 16:58:38, 2018-10-31 16:58:38, -80,        5, (not associated) ,
DA:A1:19:8F:CD:A3, 2018-10-31 16:58:38, 2018-10-31 16:58:38, -72,       16, (not associated) ,
08:8C:2C:DE:2E:F9, 2018-10-31 16:58:39, 2018-10-31 16:58:39, -72,        1, (not associated) ,AnyCast-BFEDC508
DA:A1:19:A1:2E:55, 2018-10-31 16:58:39, 2018-10-31 16:58:39, -70,       13, (not associated) ,
DA:A1:19:FF:7A:3F, 2018-10-31 16:58:37, 2018-10-31 16:58:37, -69,        1, (not associated) ,
DA:A1:19:46:9D:99, 2018-10-31 16:58:38, 2018-10-31 16:58:38, -68,        2, (not associated) ,
DA:A1:19:91:1F:76, 2018-10-31 16:58:37, 2018-10-31 16:58:37, -67,        1, (not associated) ,
DA:A1:19:FD:1D:19, 2018-10-31 16:58:37, 2018-10-31 16:58:37, -67,        1, (not associated) ,
DA:A1:19:C8:8D:89, 2018-10-31 16:58:37, 2018-10-31 16:58:37, -65,        2, (not associated) ,
DA:A1:19:AB:39:35, 2018-10-31 16:58:38, 2018-10-31 16:58:38, -64,        1, (not associated) ,
DA:A1:19:54:CF:94, 2018-10-31 16:58:37, 2018-10-31 16:58:37, -62,        1, (not associated) ,
DA:A1:19:C4:09:95, 2018-10-31 16:58:49, 2018-10-31 16:58:49, -87,        1, (not associated) ,
02:B5:1D:DC:8C:D5, 2018-10-31 16:58:51, 2018-10-31 16:58:51, -85,        1, (not associated) ,
DA:A1:19:97:01:93, 2018-10-31 16:58:48, 2018-10-31 16:58:48, -81,        2, (not associated) ,
00:0A:F5:6E:5C:1C, 2018-10-31 16:58:49, 2018-10-31 16:58:49, -81,        1, (not associated) ,
DA:A1:19:C1:72:8E, 2018-10-31 16:58:48, 2018-10-31 16:58:49, -64,       19, (not associated) ,
CA:E1:94:4A:38:3A, 2018-10-31 16:58:51, 2018-10-31 16:58:51, -51,        1, (not associated) ,
DA:A1:19:89:43:F0, 2018-10-31 16:59:03, 2018-10-31 16:59:03, -85,        9, (not associated) ,
C0:BD:D1:45:CF:B9, 2018-10-31 16:59:04, 2018-10-31 16:59:05, -82,        3, (not associated) ,
DA:A1:19:CE:A4:1D, 2018-10-31 16:59:05, 2018-10-31 16:59:05, -82,        1, (not associated) ,
C0:87:EB:FE:DA:91, 2018-10-31 16:59:01, 2018-10-31 16:59:02, -81,        2, (not associated) ,
DA:A1:19:EE:2B:72, 2018-10-31 16:59:05, 2018-10-31 16:59:05, -77,       11, (not associated) ,
DA:A1:19:D2:38:28, 2018-10-31 16:59:14, 2018-10-31 16:59:14, -90,        1, (not associated) ,
DA:A1:19:22:86:F1, 2018-10-31 16:59:15, 2018-10-31 16:59:15, -90,        3, (not associated) ,
DA:A1:19:5A:5C:E0, 2018-10-31 16:59:17, 2018-10-31 16:59:17, -90,        5, (not associated) ,
DA:A1:19:50:BB:6F, 2018-10-31 16:59:16, 2018-10-31 16:59:16, -88,        1, (not associated) ,
DA:A1:19:CB:1C:BC, 2018-10-31 16:59:12, 2018-10-31 16:59:12, -87,        2, (not associated) ,
DA:A1:19:DC:B9:0D, 2018-10-31 16:59:13, 2018-10-31 16:59:13, -84,        4, (not associated) ,
72:F9:16:6E:A3:0E, 2018-10-31 16:59:17, 2018-10-31 16:59:17, -78,        1, (not associated) ,
AA:BE:06:BE:00:60, 2018-10-31 16:59:24, 2018-10-31 16:59:24, -93,        1, (not associated) ,
DA:A1:19:99:94:A8, 2018-10-31 16:59:28, 2018-10-31 16:59:28, -92,        1, (not associated) ,
48:88:CA:74:8B:73, 2018-10-31 16:59:26, 2018-10-31 16:59:26, -91,        1, (not associated) ,
E6:74:D2:53:21:1E, 2018-10-31 16:59:25, 2018-10-31 16:59:25, -90,        2, (not associated) ,
DA:A1:19:DE:2E:50, 2018-10-31 16:59:28, 2018-10-31 16:59:29, -90,        2, (not associated) ,
DA:A1:19:F1:0F:A6, 2018-10-31 16:59:29, 2018-10-31 16:59:29, -87,        1, (not associated) ,
7C:46:85:49:9C:97, 2018-10-31 16:58:54, 2018-10-31 16:59:24, -83,        8, 20:82:C0:3D:99:B9,
DA:A1:19:3F:EA:3F, 2018-10-31 16:59:24, 2018-10-31 16:59:24, -83,        1, (not associated) ,
DA:A1:19:F5:5D:11, 2018-10-31 16:59:27, 2018-10-31 16:59:27, -79,        1, (not associated) ,
DA:A1:19:B8:A1:55, 2018-10-31 16:59:27, 2018-10-31 16:59:27, -77,        4, (not associated) ,sosismonyet,anakkodok74
FA:ED:C6:F7:82:12, 2018-10-31 16:59:24, 2018-10-31 16:59:24, -74,        1, (not associated) ,
DA:A1:19:03:6B:1F, 2018-10-31 16:59:27, 2018-10-31 16:59:27, -73,        2, (not associated) ,anakkodok74
DA:A1:19:DC:59:6B, 2018-10-31 16:59:29, 2018-10-31 16:59:29, -67,        3, (not associated) ,
28:83:35:86:EE:FC, 2018-10-31 16:59:36, 2018-10-31 16:59:36, -95,        1, (not associated) ,
DA:A1:19:68:C2:05, 2018-10-31 16:59:37, 2018-10-31 16:59:37, -91,        1, (not associated) ,
DA:A1:19:C4:41:F5, 2018-10-31 16:59:40, 2018-10-31 16:59:40, -88,        1, (not associated) ,
B4:CB:57:6E:A7:DD, 2018-10-31 16:59:37, 2018-10-31 16:59:37, -82,        2, (not associated) ,
DA:A1:19:0F:81:F7, 2018-10-31 16:59:38, 2018-10-31 16:59:39, -80,       12, (not associated) ,
DA:A1:19:72:7F:1E, 2018-10-31 16:59:40, 2018-10-31 16:59:41, -66,        2, (not associated) ,
DA:A1:19:0E:52:CD, 2018-10-31 16:59:41, 2018-10-31 16:59:41, -63,        2, (not associated) ,
9A:BA:8B:5C:D0:EA, 2018-10-31 16:59:36, 2018-10-31 16:59:36, -51,        1, (not associated) ,
C0:87:EB:17:E2:DD, 2018-10-31 16:59:53, 2018-10-31 16:59:53, -87,        1, C2:87:EB:83:18:FB,
DA:A1:19:93:BD:93, 2018-10-31 16:59:49, 2018-10-31 16:59:49, -83,        2, (not associated) ,
32:95:10:B3:55:0A, 2018-10-31 16:59:10, 2018-10-31 16:59:50, -74,        3, (not associated) ,
DA:A1:19:AA:35:EC, 2018-10-31 16:59:52, 2018-10-31 16:59:52, -64,       12, (not associated) ,
CC:2D:83:9D:A7:4E, 2018-10-31 17:00:00, 2018-10-31 17:00:00, -89,        2, (not associated) ,
C2:98:56:A0:AA:1A, 2018-10-31 17:00:04, 2018-10-31 17:00:04, -89,        1, (not associated) ,
DA:A1:19:08:BC:92, 2018-10-31 17:00:03, 2018-10-31 17:00:03, -88,        1, (not associated) ,
DA:A1:19:52:E0:94, 2018-10-31 17:00:02, 2018-10-31 17:00:02, -85,        1, (not associated) ,
DA:A1:19:4F:CA:0E, 2018-10-31 17:00:01, 2018-10-31 17:00:01, -69,        2, (not associated) ,
DA:A1:19:8A:A8:23, 2018-10-31 17:00:02, 2018-10-31 17:00:02, -66,        1, (not associated) ,
DA:A1:19:04:99:41, 2018-10-31 17:00:04, 2018-10-31 17:00:04, -66,       31, (not associated) ,
DA:A1:19:7D:D2:4D, 2018-10-31 17:00:02, 2018-10-31 17:00:02, -64,        1, (not associated) ,
DA:A1:19:98:B6:31, 2018-10-31 17:00:02, 2018-10-31 17:00:02, -61,        1, (not associated) ,
DA:A1:19:71:47:C2, 2018-10-31 17:00:02, 2018-10-31 17:00:02, -61,        1, (not associated) ,
DA:A1:19:F4:12:8D, 2018-10-31 17:00:02, 2018-10-31 17:00:02, -58,        1, (not associated) ,
9E:9D:9C:56:2D:47, 2018-10-31 16:59:46, 2018-10-31 17:00:05, -47,       14, 00:25:00:FF:94:73,
DA:A1:19:2D:F2:A6, 2018-10-31 17:00:12, 2018-10-31 17:00:12, -91,        1, (not associated) ,
34:E9:11:00:AB:AB, 2018-10-31 16:59:39, 2018-10-31 17:00:12, -90,       15, A0:86:C6:65:16:53,
DA:A1:19:09:3A:25, 2018-10-31 17:00:13, 2018-10-31 17:00:13, -89,        1, (not associated) ,
20:5E:F7:B8:3F:56, 2018-10-31 17:00:17, 2018-10-31 17:00:17, -88,        2, (not associated) ,indihom bawah
7A:0E:54:EF:5C:90, 2018-10-31 17:00:17, 2018-10-31 17:00:17, -87,        2, (not associated) ,
DA:60:4C:D6:5B:91, 2018-10-31 17:00:01, 2018-10-31 17:00:16, -83,       12, 00:25:00:FF:94:73,
DA:A1:19:FB:8E:07, 2018-10-31 17:00:17, 2018-10-31 17:00:17, -80,        7, (not associated) ,
02:4B:E0:2E:BF:1E, 2018-10-31 17:00:12, 2018-10-31 17:00:12, -79,        1, (not associated) ,
DA:A1:19:EC:18:75, 2018-10-31 17:00:16, 2018-10-31 17:00:16, -75,        3, (not associated) ,
DA:A1:19:B4:BF:1D, 2018-10-31 17:00:14, 2018-10-31 17:00:14, -74,        8, (not associated) ,
DA:A1:19:21:2C:FD, 2018-10-31 17:00:11, 2018-10-31 17:00:12, -67,       38, (not associated) ,HUAWEI-8gK3_plus
DA:A1:19:5F:18:D9, 2018-10-31 17:00:15, 2018-10-31 17:00:16, -64,       13, (not associated) ,
DA:A1:19:F4:B9:7E, 2018-10-31 17:00:17, 2018-10-31 17:00:17, -62,        1, (not associated) ,
DA:A1:19:57:40:3C, 2018-10-31 17:00:17, 2018-10-31 17:00:17, -61,        1, (not associated) ,
DA:A1:19:3C:93:8F, 2018-10-31 17:00:17, 2018-10-31 17:00:17, -59,        2, (not associated) ,
DA:A1:19:B7:60:47, 2018-10-31 17:00:29, 2018-10-31 17:00:29, -93,        1, (not associated) ,
DA:A1:19:4B:B3:67, 2018-10-31 17:00:26, 2018-10-31 17:00:26, -91,        1, (not associated) ,9999999999
DA:A1:19:83:EB:68, 2018-10-31 17:00:24, 2018-10-31 17:00:24, -90,        1, (not associated) ,
9C:A5:C0:09:97:7C, 2018-10-31 17:00:25, 2018-10-31 17:00:25, -89,        1, (not associated) ,
DA:A1:19:31:AE:62, 2018-10-31 17:00:26, 2018-10-31 17:00:26, -89,        2, (not associated) ,ELLO,SMK TRIGUNA 56
DA:A1:19:D1:E1:29, 2018-10-31 17:00:26, 2018-10-31 17:00:26, -87,        1, (not associated) ,
DA:A1:19:87:CD:6C, 2018-10-31 17:00:24, 2018-10-31 17:00:24, -85,        1, (not associated) ,
DA:A1:19:0A:50:3B, 2018-10-31 17:00:26, 2018-10-31 17:00:26, -83,        3, (not associated) ,ELLO,SMK TRIGUNA 56
DA:A1:19:21:D5:50, 2018-10-31 17:00:24, 2018-10-31 17:00:24, -78,        2, (not associated) ,
DA:A1:19:E2:81:6C, 2018-10-31 17:00:25, 2018-10-31 17:00:25, -75,        2, (not associated) ,
DA:A1:19:74:A5:90, 2018-10-31 17:00:25, 2018-10-31 17:00:25, -75,        1, (not associated) ,
DA:A1:19:E7:29:34, 2018-10-31 17:00:28, 2018-10-31 17:00:28, -69,       16, (not associated) ,HUAWEI-8gK3_plus
DA:A1:19:C4:2C:E0, 2018-10-31 17:00:36, 2018-10-31 17:00:36, -89,        2, (not associated) ,
2A:0C:2F:7A:E5:32, 2018-10-31 17:00:40, 2018-10-31 17:00:41, -87,        6, (not associated) ,
1C:77:F6:45:CE:71, 2018-10-31 17:00:38, 2018-10-31 17:00:41, -74,       11, (not associated) ,Redmi
DA:A1:19:91:E3:69, 2018-10-31 17:00:39, 2018-10-31 17:00:39, -73,        9, (not associated) ,
DA:A1:19:ED:C4:A2, 2018-10-31 17:00:53, 2018-10-31 17:00:53, -92,        2, (not associated) ,
AE:31:E3:38:F3:76, 2018-10-31 17:00:51, 2018-10-31 17:00:51, -91,        1, (not associated) ,
DA:A1:19:38:8E:81, 2018-10-31 17:00:53, 2018-10-31 17:00:53, -90,        1, (not associated) ,
DA:A1:19:BB:81:10, 2018-10-31 17:00:52, 2018-10-31 17:00:52, -87,        3, (not associated) ,
EA:88:6E:DE:4B:1A, 2018-10-31 17:00:50, 2018-10-31 17:00:50, -85,        3, (not associated) ,
20:02:AF:0A:E4:75, 2018-10-31 17:00:50, 2018-10-31 17:00:50, -81,        1, 4C:49:E3:B0:8C:9E,
DA:A1:19:30:F5:F1, 2018-10-31 17:00:52, 2018-10-31 17:00:52, -79,        1, (not associated) ,
DA:A1:19:DF:A5:94, 2018-10-31 17:00:49, 2018-10-31 17:00:49, -75,        7, (not associated) ,
0E:1F:CE:93:DB:43, 2018-10-31 17:00:52, 2018-10-31 17:00:52, -74,        2, (not associated) ,
DA:A1:19:8B:AB:70, 2018-10-31 17:00:51, 2018-10-31 17:00:51, -71,        2, (not associated) ,
3A:6B:BB:BE:B9:02, 2018-10-31 17:00:53, 2018-10-31 17:00:53, -70,        2, (not associated) ,
DA:A1:19:2E:FA:B6, 2018-10-31 17:00:48, 2018-10-31 17:00:48, -65,       17, (not associated) ,HUAWEI-8gK3_plus
DA:A1:19:28:48:44, 2018-10-31 17:00:52, 2018-10-31 17:00:52, -65,        2, (not associated) ,
20:5E:F7:FA:06:08, 2018-10-31 17:01:01, 2018-10-31 17:01:01, -87,        2, (not associated) ,
A8:9F:BA:C9:1C:34, 2018-10-31 17:01:03, 2018-10-31 17:01:04, -86,        7, (not associated) ,
DA:A1:19:F1:DD:6C, 2018-10-31 17:01:03, 2018-10-31 17:01:03, -86,        2, (not associated) ,
F8:28:19:E9:63:7F, 2018-10-31 16:52:30, 2018-10-31 17:01:01, -83,      613, 34:80:B3:F3:F4:1E,WarungPintarSekali
DA:A1:19:C3:4D:83, 2018-10-31 17:01:04, 2018-10-31 17:01:04, -73,        7, (not associated) ,
DA:A1:19:2D:6F:23, 2018-10-31 17:01:16, 2018-10-31 17:01:16, -91,        1, (not associated) ,
30:CB:F8:48:49:ED, 2018-10-31 17:01:13, 2018-10-31 17:01:13, -90,        1, (not associated) ,
DA:A1:19:97:02:92, 2018-10-31 17:01:12, 2018-10-31 17:01:12, -89,        2, (not associated) ,HUAWEI-8gK3_plus
DA:A1:19:A1:64:18, 2018-10-31 17:01:17, 2018-10-31 17:01:17, -84,        1, (not associated) ,
DA:A1:19:B2:51:05, 2018-10-31 17:01:12, 2018-10-31 17:01:12, -76,        3, (not associated) ,sosismonyet,anakkodok74
DA:A1:19:8B:1C:73, 2018-10-31 17:01:14, 2018-10-31 17:01:14, -70,       18, (not associated) ,
DA:A1:19:99:71:EC, 2018-10-31 17:01:26, 2018-10-31 17:01:26, -92,        1, (not associated) ,
DA:A1:19:42:8A:52, 2018-10-31 17:01:28, 2018-10-31 17:01:28, -88,        2, (not associated) ,
02:36:B7:A5:6A:7B, 2018-10-31 17:01:29, 2018-10-31 17:01:29, -84,        1, (not associated) ,
DA:A1:19:F6:B8:89, 2018-10-31 17:01:24, 2018-10-31 17:01:24, -66,       13, (not associated) ,
DA:A1:19:85:C7:FC, 2018-10-31 17:01:29, 2018-10-31 17:01:29, -65,        8, (not associated) ,
CA:65:3D:E5:02:F4, 2018-10-31 17:01:39, 2018-10-31 17:01:39, -92,        1, (not associated) ,
DA:A1:19:4A:33:B0, 2018-10-31 17:01:41, 2018-10-31 17:01:41, -91,        1, (not associated) ,
26:2B:30:A5:D0:A9, 2018-10-31 17:01:38, 2018-10-31 17:01:38, -90,        1, (not associated) ,
DA:A1:19:ED:68:1C, 2018-10-31 17:01:37, 2018-10-31 17:01:37, -89,        1, (not associated) ,
0C:A8:A7:66:8E:28, 2018-10-31 17:01:40, 2018-10-31 17:01:40, -89,        2, (not associated) ,
DA:A1:19:6B:6D:99, 2018-10-31 17:01:39, 2018-10-31 17:01:39, -81,        1, (not associated) ,
DA:A1:19:60:A4:9F, 2018-10-31 17:01:38, 2018-10-31 17:01:38, -79,        2, (not associated) ,
0A:0F:F1:FB:84:7E, 2018-10-31 17:01:39, 2018-10-31 17:01:39, -75,        1, (not associated) ,
DA:A1:19:68:E3:5E, 2018-10-31 17:01:36, 2018-10-31 17:01:36, -71,        1, (not associated) ,
DA:A1:19:AE:BB:FF, 2018-10-31 17:01:37, 2018-10-31 17:01:37, -71,        1, (not associated) ,
